Niter,Jacobi,Gauss-Seidel,Relaxation
4110.000000,-0.262555,-0.480487,-0.467071
4111.000000,-0.262609,-0.480593,-0.467174
4112.000000,-0.262662,-0.480699,-0.467277
4113.000000,-0.262715,-0.480805,-0.467380
4114.000000,-0.262768,-0.480911,-0.467483
4115.000000,-0.262821,-0.481017,-0.467586
4116.000000,-0.262874,-0.481123,-0.467688
4117.000000,-0.262927,-0.481229,-0.467791
4118.000000,-0.262980,-0.481336,-0.467894
4119.000000,-0.263033,-0.481442,-0.467997
4120.000000,-0.263086,-0.481548,-0.468100
4121.000000,-0.263139,-0.481654,-0.468202
4122.000000,-0.263192,-0.481760,-0.468305
4123.000000,-0.263245,-0.481866,-0.468408
4124.000000,-0.263298,-0.481972,-0.468511
4125.000000,-0.263351,-0.482078,-0.468614
4126.000000,-0.263405,-0.482184,-0.468717
4127.000000,-0.263458,-0.482290,-0.468819
4128.000000,-0.263511,-0.482396,-0.468922
4129.000000,-0.263564,-0.482503,-0.469025
4130.000000,-0.263617,-0.482609,-0.469128
4131.000000,-0.263670,-0.482715,-0.469231
4132.000000,-0.263723,-0.482821,-0.469334
4133.000000,-0.263776,-0.482927,-0.469436
4134.000000,-0.263829,-0.483033,-0.469539
4135.000000,-0.263882,-0.483139,-0.469642
4136.000000,-0.263935,-0.483245,-0.469745
4137.000000,-0.263988,-0.483351,-0.469848
4138.000000,-0.264041,-0.483457,-0.469950
4139.000000,-0.264094,-0.483563,-0.470053
4140.000000,-0.264147,-0.483670,-0.470156
4141.000000,-0.264200,-0.483776,-0.470259
4142.000000,-0.264254,-0.483882,-0.470362
4143.000000,-0.264307,-0.483988,-0.470465
4144.000000,-0.264360,-0.484094,-0.470567
4145.000000,-0.264413,-0.484200,-0.470670
4146.000000,-0.264466,-0.484306,-0.470773
4147.000000,-0.264519,-0.484412,-0.470876
4148.000000,-0.264572,-0.484518,-0.470979
4149.000000,-0.264625,-0.484624,-0.471082
4150.000000,-0.264678,-0.484730,-0.471184
4151.000000,-0.264731,-0.484837,-0.471287
4152.000000,-0.264784,-0.484943,-0.471390
4153.000000,-0.264837,-0.485049,-0.471493
4154.000000,-0.264890,-0.485155,-0.471596
4155.000000,-0.264943,-0.485261,-0.471699
4156.000000,-0.264996,-0.485367,-0.471801
4157.000000,-0.265049,-0.485473,-0.471904
4158.000000,-0.265103,-0.485579,-0.472007
4159.000000,-0.265156,-0.485685,-0.472110
4160.000000,-0.265209,-0.485791,-0.472213
4161.000000,-0.265262,-0.485897,-0.472315
4162.000000,-0.265315,-0.486004,-0.472418
4163.000000,-0.265368,-0.486110,-0.472521
4164.000000,-0.265421,-0.486216,-0.472624
4165.000000,-0.265474,-0.486322,-0.472727
4166.000000,-0.265527,-0.486428,-0.472830
4167.000000,-0.265580,-0.486534,-0.472932
4168.000000,-0.265633,-0.486640,-0.473035
4169.000000,-0.265686,-0.486746,-0.473138
4170.000000,-0.265739,-0.486852,-0.473241
4171.000000,-0.265792,-0.486958,-0.473344
4172.000000,-0.265845,-0.487064,-0.473447
4173.000000,-0.265899,-0.487171,-0.473549
4174.000000,-0.265952,-0.487277,-0.473652
4175.000000,-0.266005,-0.487383,-0.473755
4176.000000,-0.266058,-0.487489,-0.473858
4177.000000,-0.266111,-0.487595,-0.473961
4178.000000,-0.266164,-0.487701,-0.474063
4179.000000,-0.266217,-0.487807,-0.474166
4180.000000,-0.266270,-0.487913,-0.474269
4181.000000,-0.266323,-0.488019,-0.474372
4182.000000,-0.266376,-0.488125,-0.474475
4183.000000,-0.266429,-0.488231,-0.474578
4184.000000,-0.266482,-0.488338,-0.474680
4185.000000,-0.266535,-0.488444,-0.474783
4186.000000,-0.266588,-0.488550,-0.474886
4187.000000,-0.266641,-0.488656,-0.474989
4188.000000,-0.266694,-0.488762,-0.475092
4189.000000,-0.266748,-0.488868,-0.475195
4190.000000,-0.266801,-0.488974,-0.475297
4191.000000,-0.266854,-0.489080,-0.475400
4192.000000,-0.266907,-0.489186,-0.475503
4193.000000,-0.266960,-0.489292,-0.475606
4194.000000,-0.267013,-0.489398,-0.475709
4195.000000,-0.267066,-0.489505,-0.475812
4196.000000,-0.267119,-0.489611,-0.475914
4197.000000,-0.267172,-0.489717,-0.476017
4198.000000,-0.267225,-0.489823,-0.476120
4199.000000,-0.267278,-0.489929,-0.476223
4200.000000,-0.267331,-0.490035,-0.476326
4201.000000,-0.267384,-0.490141,-0.476428
4202.000000,-0.267437,-0.490247,-0.476531
4203.000000,-0.267490,-0.490353,-0.476634
4204.000000,-0.267543,-0.490459,-0.476737
4205.000000,-0.267596,-0.490565,-0.476840
4206.000000,-0.267650,-0.490672,-0.476943
4207.000000,-0.267703,-0.490778,-0.477045
4208.000000,-0.267756,-0.490884,-0.477148
4209.000000,-0.267809,-0.490990,-0.477251
4210.000000,-0.267862,-0.491096,-0.477354
4211.000000,-0.267915,-0.491202,-0.477457
4212.000000,-0.267968,-0.491308,-0.477560
4213.000000,-0.268021,-0.491414,-0.477662
4214.000000,-0.268074,-0.491520,-0.477765
4215.000000,-0.268127,-0.491626,-0.477868
4216.000000,-0.268180,-0.491732,-0.477971
4217.000000,-0.268233,-0.491839,-0.478074
4218.000000,-0.268286,-0.491945,-0.478177
4219.000000,-0.268339,-0.492051,-0.478279
4220.000000,-0.268392,-0.492157,-0.478382
4221.000000,-0.268445,-0.492263,-0.478485
4222.000000,-0.268499,-0.492369,-0.478588
4223.000000,-0.268552,-0.492475,-0.478691
4224.000000,-0.268605,-0.492581,-0.478793
4225.000000,-0.268658,-0.492687,-0.478896
4226.000000,-0.268711,-0.492793,-0.478999
4227.000000,-0.268764,-0.492899,-0.479102
4228.000000,-0.268817,-0.493006,-0.479205
4229.000000,-0.268870,-0.493112,-0.479308
4230.000000,-0.268923,-0.493218,-0.479410
4231.000000,-0.268976,-0.493324,-0.479513
4232.000000,-0.269029,-0.493430,-0.479616
4233.000000,-0.269082,-0.493536,-0.479719
4234.000000,-0.269135,-0.493642,-0.479822
4235.000000,-0.269188,-0.493748,-0.479925
4236.000000,-0.269241,-0.493854,-0.480027
4237.000000,-0.269294,-0.493960,-0.480130
4238.000000,-0.269348,-0.494066,-0.480233
4239.000000,-0.269401,-0.494173,-0.480336
4240.000000,-0.269454,-0.494279,-0.480439
4241.000000,-0.269507,-0.494385,-0.480541
4242.000000,-0.269560,-0.494491,-0.480644
4243.000000,-0.269613,-0.494597,-0.480747
4244.000000,-0.269666,-0.494703,-0.480850
4245.000000,-0.269719,-0.494809,-0.480953
4246.000000,-0.269772,-0.494915,-0.481056
4247.000000,-0.269825,-0.495021,-0.481158
4248.000000,-0.269878,-0.495127,-0.481261
4249.000000,-0.269931,-0.495233,-0.481364
4250.000000,-0.269984,-0.495340,-0.481467
4251.000000,-0.270037,-0.495446,-0.481570
4252.000000,-0.270090,-0.495552,-0.481673
4253.000000,-0.270143,-0.495658,-0.481775
4254.000000,-0.270197,-0.495764,-0.481878
4255.000000,-0.270250,-0.495870,-0.481981
4256.000000,-0.270303,-0.495976,-0.482084
4257.000000,-0.270356,-0.496082,-0.482187
4258.000000,-0.270409,-0.496188,-0.482290
4259.000000,-0.270462,-0.496294,-0.482392
4260.000000,-0.270515,-0.496400,-0.482495
4261.000000,-0.270568,-0.496507,-0.482598
4262.000000,-0.270621,-0.496613,-0.482701
4263.000000,-0.270674,-0.496719,-0.482804
4264.000000,-0.270727,-0.496825,-0.482906
4265.000000,-0.270780,-0.496931,-0.483009
4266.000000,-0.270833,-0.497037,-0.483112
4267.000000,-0.270886,-0.497143,-0.483215
4268.000000,-0.270939,-0.497249,-0.483318
4269.000000,-0.270992,-0.497355,-0.483421
4270.000000,-0.271045,-0.497461,-0.483523
4271.000000,-0.271099,-0.497567,-0.483626
4272.000000,-0.271152,-0.497674,-0.483729
4273.000000,-0.271205,-0.497780,-0.483832
4274.000000,-0.271258,-0.497886,-0.483935
4275.000000,-0.271311,-0.497992,-0.484038
4276.000000,-0.271364,-0.498098,-0.484140
4277.000000,-0.271417,-0.498204,-0.484243
4278.000000,-0.271470,-0.498310,-0.484346
4279.000000,-0.271523,-0.498416,-0.484449
4280.000000,-0.271576,-0.498522,-0.484552
4281.000000,-0.271629,-0.498628,-0.484655
4282.000000,-0.271682,-0.498734,-0.484757
4283.000000,-0.271735,-0.498841,-0.484860
4284.000000,-0.271788,-0.498947,-0.484963
4285.000000,-0.271841,-0.499053,-0.485066
4286.000000,-0.271894,-0.499159,-0.485169
4287.000000,-0.271947,-0.499265,-0.485271
4288.000000,-0.272001,-0.499371,-0.485374
4289.000000,-0.272054,-0.499477,-0.485477
4290.000000,-0.272107,-0.499583,-0.485580
4291.000000,-0.272160,-0.499689,-0.485683
4292.000000,-0.272213,-0.499795,-0.485786
4293.000000,-0.272266,-0.499902,-0.485888
4294.000000,-0.272319,-0.500008,-0.485991
4295.000000,-0.272372,-0.500114,-0.486094
4296.000000,-0.272425,-0.500220,-0.486197
4297.000000,-0.272478,-0.500326,-0.486300
4298.000000,-0.272531,-0.500432,-0.486403
4299.000000,-0.272584,-0.500538,-0.486505
4300.000000,-0.272637,-0.500644,-0.486608
4301.000000,-0.272690,-0.500750,-0.486711
4302.000000,-0.272743,-0.500856,-0.486814
4303.000000,-0.272796,-0.500962,-0.486917
4304.000000,-0.272850,-0.501069,-0.487019
4305.000000,-0.272903,-0.501175,-0.487122
4306.000000,-0.272956,-0.501281,-0.487225
4307.000000,-0.273009,-0.501387,-0.487328
4308.000000,-0.273062,-0.501493,-0.487431
4309.000000,-0.273115,-0.501599,-0.487534
4310.000000,-0.273168,-0.501705,-0.487636
4311.000000,-0.273221,-0.501811,-0.487739
4312.000000,-0.273274,-0.501917,-0.487842
4313.000000,-0.273327,-0.502023,-0.487945
4314.000000,-0.273380,-0.502129,-0.488048
4315.000000,-0.273433,-0.502236,-0.488151
4316.000000,-0.273486,-0.502342,-0.488253
4317.000000,-0.273539,-0.502448,-0.488356
4318.000000,-0.273592,-0.502554,-0.488459
4319.000000,-0.273645,-0.502660,-0.488562
4320.000000,-0.273698,-0.502766,-0.488665
4321.000000,-0.273752,-0.502872,-0.488768
4322.000000,-0.273805,-0.502978,-0.488870
4323.000000,-0.273858,-0.503084,-0.488973
4324.000000,-0.273911,-0.503190,-0.489076
4325.000000,-0.273964,-0.503296,-0.489179
4326.000000,-0.274017,-0.503403,-0.489282
4327.000000,-0.274070,-0.503509,-0.489384
4328.000000,-0.274123,-0.503615,-0.489487
4329.000000,-0.274176,-0.503721,-0.489590
4330.000000,-0.274229,-0.503827,-0.489693
4331.000000,-0.274282,-0.503933,-0.489796
4332.000000,-0.274335,-0.504039,-0.489899
4333.000000,-0.274388,-0.504145,-0.490001
4334.000000,-0.274441,-0.504251,-0.490104
4335.000000,-0.274494,-0.504357,-0.490207
4336.000000,-0.274547,-0.504463,-0.490310
4337.000000,-0.274600,-0.504570,-0.490413
4338.000000,-0.274654,-0.504676,-0.490516
4339.000000,-0.274707,-0.504782,-0.490618
4340.000000,-0.274760,-0.504888,-0.490721
4341.000000,-0.274813,-0.504994,-0.490824
4342.000000,-0.274866,-0.505100,-0.490927
4343.000000,-0.274919,-0.505206,-0.491030
4344.000000,-0.274972,-0.505312,-0.491133
4345.000000,-0.275025,-0.505418,-0.491235
4346.000000,-0.275078,-0.505524,-0.491338
4347.000000,-0.275131,-0.505630,-0.491441
4348.000000,-0.275184,-0.505737,-0.491544
4349.000000,-0.275237,-0.505843,-0.491647
4350.000000,-0.275290,-0.505949,-0.491749
4351.000000,-0.275343,-0.506055,-0.491852
4352.000000,-0.275396,-0.506161,-0.491955
4353.000000,-0.275449,-0.506267,-0.492058
4354.000000,-0.275502,-0.506373,-0.492161
4355.000000,-0.275556,-0.506479,-0.492264
4356.000000,-0.275609,-0.506585,-0.492366
4357.000000,-0.275662,-0.506691,-0.492469
4358.000000,-0.275715,-0.506797,-0.492572
4359.000000,-0.275768,-0.506904,-0.492675
4360.000000,-0.275821,-0.507010,-0.492778
4361.000000,-0.275874,-0.507116,-0.492881
4362.000000,-0.275927,-0.507222,-0.492983
4363.000000,-0.275980,-0.507328,-0.493086
4364.000000,-0.276033,-0.507434,-0.493189
4365.000000,-0.276086,-0.507540,-0.493292
4366.000000,-0.276139,-0.507646,-0.493395
4367.000000,-0.276192,-0.507752,-0.493498
4368.000000,-0.276245,-0.507858,-0.493600
4369.000000,-0.276298,-0.507964,-0.493703
4370.000000,-0.276351,-0.508071,-0.493806
4371.000000,-0.276404,-0.508177,-0.493909
4372.000000,-0.276458,-0.508283,-0.494012
4373.000000,-0.276511,-0.508389,-0.494114
4374.000000,-0.276564,-0.508495,-0.494217
4375.000000,-0.276617,-0.508601,-0.494320
4376.000000,-0.276670,-0.508707,-0.494423
4377.000000,-0.276723,-0.508813,-0.494526
4378.000000,-0.276776,-0.508919,-0.494629
4379.000000,-0.276829,-0.509025,-0.494731
4380.000000,-0.276882,-0.509131,-0.494834
4381.000000,-0.276935,-0.509238,-0.494937
4382.000000,-0.276988,-0.509344,-0.495040
4383.000000,-0.277041,-0.509450,-0.495143
4384.000000,-0.277094,-0.509556,-0.495246
4385.000000,-0.277147,-0.509662,-0.495348
4386.000000,-0.277200,-0.509768,-0.495451
4387.000000,-0.277253,-0.509874,-0.495554
4388.000000,-0.277306,-0.509980,-0.495657
4389.000000,-0.277360,-0.510086,-0.495760
4390.000000,-0.277413,-0.510192,-0.495863
4391.000000,-0.277466,-0.510299,-0.495965
4392.000000,-0.277519,-0.510405,-0.496068
4393.000000,-0.277572,-0.510511,-0.496171
4394.000000,-0.277625,-0.510617,-0.496274
4395.000000,-0.277678,-0.510723,-0.496377
4396.000000,-0.277731,-0.510829,-0.496479
4397.000000,-0.277784,-0.510935,-0.496582
4398.000000,-0.277837,-0.511041,-0.496685
4399.000000,-0.277890,-0.511147,-0.496788
4400.000000,-0.277943,-0.511253,-0.496891
4401.000000,-0.277996,-0.511359,-0.496994
4402.000000,-0.278049,-0.511466,-0.497096
4403.000000,-0.278102,-0.511572,-0.497199
4404.000000,-0.278155,-0.511678,-0.497302
4405.000000,-0.278208,-0.511784,-0.497405
4406.000000,-0.278262,-0.511890,-0.497508
4407.000000,-0.278315,-0.511996,-0.497611
4408.000000,-0.278368,-0.512102,-0.497713
4409.000000,-0.278421,-0.512208,-0.497816
4410.000000,-0.278474,-0.512314,-0.497919
4411.000000,-0.278527,-0.512420,-0.498022
4412.000000,-0.278580,-0.512526,-0.498125
4413.000000,-0.278633,-0.512633,-0.498228
4414.000000,-0.278686,-0.512739,-0.498330
4415.000000,-0.278739,-0.512845,-0.498433
4416.000000,-0.278792,-0.512951,-0.498536
4417.000000,-0.278845,-0.513057,-0.498639
4418.000000,-0.278898,-0.513163,-0.498742
4419.000000,-0.278951,-0.513269,-0.498844
4420.000000,-0.279004,-0.513375,-0.498947
4421.000000,-0.279057,-0.513481,-0.499050
4422.000000,-0.279110,-0.513587,-0.499153
4423.000000,-0.279163,-0.513693,-0.499256
4424.000000,-0.279217,-0.513800,-0.499359
4425.000000,-0.279270,-0.513906,-0.499461
4426.000000,-0.279323,-0.514012,-0.499564
4427.000000,-0.279376,-0.514118,-0.499667
4428.000000,-0.279429,-0.514224,-0.499770
4429.000000,-0.279482,-0.514330,-0.499873
4430.000000,-0.279535,-0.514436,-0.499976
4431.000000,-0.279588,-0.514542,-0.500078
4432.000000,-0.279641,-0.514648,-0.500181
4433.000000,-0.279694,-0.514754,-0.500284
4434.000000,-0.279747,-0.514860,-0.500387
4435.000000,-0.279800,-0.514967,-0.500490
4436.000000,-0.279853,-0.515073,-0.500593
4437.000000,-0.279906,-0.515179,-0.500695
4438.000000,-0.279959,-0.515285,-0.500798
4439.000000,-0.280012,-0.515391,-0.500901
4440.000000,-0.280065,-0.515497,-0.501004
4441.000000,-0.280119,-0.515603,-0.501107
4442.000000,-0.280172,-0.515709,-0.501209
4443.000000,-0.280225,-0.515815,-0.501312
4444.000000,-0.280278,-0.515921,-0.501415
4445.000000,-0.280331,-0.516027,-0.501518
4446.000000,-0.280384,-0.516134,-0.501621
4447.000000,-0.280437,-0.516240,-0.501724
4448.000000,-0.280490,-0.516346,-0.501826
4449.000000,-0.280543,-0.516452,-0.501929
4450.000000,-0.280596,-0.516558,-0.502032
4451.000000,-0.280649,-0.516664,-0.502135
4452.000000,-0.280702,-0.516770,-0.502238
4453.000000,-0.280755,-0.516876,-0.502341
4454.000000,-0.280808,-0.516982,-0.502443
4455.000000,-0.280861,-0.517088,-0.502546
4456.000000,-0.280914,-0.517194,-0.502649
4457.000000,-0.280967,-0.517301,-0.502752
4458.000000,-0.281020,-0.517407,-0.502855
4459.000000,-0.281074,-0.517513,-0.502958
4460.000000,-0.281127,-0.517619,-0.503060
4461.000000,-0.281180,-0.517725,-0.503163
4462.000000,-0.281233,-0.517831,-0.503266
4463.000000,-0.281286,-0.517937,-0.503369
4464.000000,-0.281339,-0.518043,-0.503472
4465.000000,-0.281392,-0.518149,-0.503574
4466.000000,-0.281445,-0.518255,-0.503677
4467.000000,-0.281498,-0.518362,-0.503780
4468.000000,-0.281551,-0.518468,-0.503883
4469.000000,-0.281604,-0.518574,-0.503986
4470.000000,-0.281657,-0.518680,-0.504089
4471.000000,-0.281710,-0.518786,-0.504191
4472.000000,-0.281763,-0.518892,-0.504294
4473.000000,-0.281816,-0.518998,-0.504397
4474.000000,-0.281869,-0.519104,-0.504500
4475.000000,-0.281922,-0.519210,-0.504603
4476.000000,-0.281976,-0.519316,-0.504706
4477.000000,-0.282029,-0.519422,-0.504808
4478.000000,-0.282082,-0.519529,-0.504911
4479.000000,-0.282135,-0.519635,-0.505014
4480.000000,-0.282188,-0.519741,-0.505117
4481.000000,-0.282241,-0.519847,-0.505220
4482.000000,-0.282294,-0.519953,-0.505323
4483.000000,-0.282347,-0.520059,-0.505425
4484.000000,-0.282400,-0.520165,-0.505528
4485.000000,-0.282453,-0.520271,-0.505631
4486.000000,-0.282506,-0.520377,-0.505734
4487.000000,-0.282559,-0.520483,-0.505837
4488.000000,-0.282612,-0.520589,-0.505940
4489.000000,-0.282665,-0.520696,-0.506042
4490.000000,-0.282718,-0.520802,-0.506145
4491.000000,-0.282771,-0.520908,-0.506248
4492.000000,-0.282824,-0.521014,-0.506351
4493.000000,-0.282877,-0.521120,-0.506454
4494.000000,-0.282931,-0.521226,-0.506556
4495.000000,-0.282984,-0.521332,-0.506659
4496.000000,-0.283037,-0.521438,-0.506762
4497.000000,-0.283090,-0.521544,-0.506865
4498.000000,-0.283143,-0.521650,-0.506968
4499.000000,-0.283196,-0.521756,-0.507071
4500.000000,-0.283249,-0.521863,-0.507173
4501.000000,-0.283302,-0.521969,-0.507276
4502.000000,-0.283355,-0.522075,-0.507379
4503.000000,-0.283408,-0.522181,-0.507482
4504.000000,-0.283461,-0.522287,-0.507585
4505.000000,-0.283514,-0.522393,-0.507688
4506.000000,-0.283567,-0.522499,-0.507790
4507.000000,-0.283620,-0.522605,-0.507893
4508.000000,-0.283673,-0.522711,-0.507996
4509.000000,-0.283726,-0.522817,-0.508099
4510.000000,-0.283779,-0.522923,-0.508202
4511.000000,-0.283833,-0.523030,-0.508305
4512.000000,-0.283886,-0.523136,-0.508407
4513.000000,-0.283939,-0.523242,-0.508510
4514.000000,-0.283992,-0.523348,-0.508613
4515.000000,-0.284045,-0.523454,-0.508716
4516.000000,-0.284098,-0.523560,-0.508819
4517.000000,-0.284151,-0.523666,-0.508921
4518.000000,-0.284204,-0.523772,-0.509024
4519.000000,-0.284257,-0.523878,-0.509127
4520.000000,-0.284310,-0.523984,-0.509230
4521.000000,-0.284363,-0.524091,-0.509333
4522.000000,-0.284416,-0.524197,-0.509436
4523.000000,-0.284469,-0.524303,-0.509538
4524.000000,-0.284522,-0.524409,-0.509641
4525.000000,-0.284575,-0.524515,-0.509744
4526.000000,-0.284628,-0.524621,-0.509847
4527.000000,-0.284681,-0.524727,-0.509950
4528.000000,-0.284734,-0.524833,-0.510053
4529.000000,-0.284788,-0.524939,-0.510155
4530.000000,-0.284841,-0.525045,-0.510258
4531.000000,-0.284894,-0.525151,-0.510361
4532.000000,-0.284947,-0.525258,-0.510464
4533.000000,-0.285000,-0.525364,-0.510567
4534.000000,-0.285053,-0.525470,-0.510670
4535.000000,-0.285106,-0.525576,-0.510772
4536.000000,-0.285159,-0.525682,-0.510875
4537.000000,-0.285212,-0.525788,-0.510978
4538.000000,-0.285265,-0.525894,-0.511081
4539.000000,-0.285318,-0.526000,-0.511184
4540.000000,-0.285371,-0.526106,-0.511286
4541.000000,-0.285424,-0.526212,-0.511389
4542.000000,-0.285477,-0.526318,-0.511492
4543.000000,-0.285530,-0.526425,-0.511595
4544.000000,-0.285583,-0.526531,-0.511698
4545.000000,-0.285636,-0.526637,-0.511801
4546.000000,-0.285689,-0.526743,-0.511903
4547.000000,-0.285743,-0.526849,-0.512006
4548.000000,-0.285796,-0.526955,-0.512109
4549.000000,-0.285849,-0.527061,-0.512212
4550.000000,-0.285902,-0.527167,-0.512315
4551.000000,-0.285955,-0.527273,-0.512418
4552.000000,-0.286008,-0.527379,-0.512520
4553.000000,-0.286061,-0.527485,-0.512623
4554.000000,-0.286114,-0.527592,-0.512726
4555.000000,-0.286167,-0.527698,-0.512829
4556.000000,-0.286220,-0.527804,-0.512932
4557.000000,-0.286273,-0.527910,-0.513035
4558.000000,-0.286326,-0.528016,-0.513137
4559.000000,-0.286379,-0.528122,-0.513240
4560.000000,-0.286432,-0.528228,-0.513343
4561.000000,-0.286485,-0.528334,-0.513446
4562.000000,-0.286538,-0.528440,-0.513549
4563.000000,-0.286591,-0.528546,-0.513652
4564.000000,-0.286644,-0.528652,-0.513754
4565.000000,-0.286698,-0.528759,-0.513857
4566.000000,-0.286751,-0.528865,-0.513960
4567.000000,-0.286804,-0.528971,-0.514063
4568.000000,-0.286857,-0.529077,-0.514166
4569.000000,-0.286910,-0.529183,-0.514268
4570.000000,-0.286963,-0.529289,-0.514371
4571.000000,-0.287016,-0.529395,-0.514474
4572.000000,-0.287069,-0.529501,-0.514577
4573.000000,-0.287122,-0.529607,-0.514680
4574.000000,-0.287175,-0.529713,-0.514783
4575.000000,-0.287228,-0.529820,-0.514885
4576.000000,-0.287281,-0.529926,-0.514988
4577.000000,-0.287334,-0.530032,-0.515091
4578.000000,-0.287387,-0.530138,-0.515194
4579.000000,-0.287440,-0.530244,-0.515297
4580.000000,-0.287493,-0.530350,-0.515400
4581.000000,-0.287546,-0.530456,-0.515502
4582.000000,-0.287599,-0.530562,-0.515605
4583.000000,-0.287653,-0.530668,-0.515708
4584.000000,-0.287706,-0.530774,-0.515811
4585.000000,-0.287759,-0.530880,-0.515914
4586.000000,-0.287812,-0.530987,-0.516017
4587.000000,-0.287865,-0.531093,-0.516119
4588.000000,-0.287918,-0.531199,-0.516222
4589.000000,-0.287971,-0.531305,-0.516325
4590.000000,-0.288024,-0.531411,-0.516428
4591.000000,-0.288077,-0.531517,-0.516531
4592.000000,-0.288130,-0.531623,-0.516633
4593.000000,-0.288183,-0.531729,-0.516736
4594.000000,-0.288236,-0.531835,-0.516839
4595.000000,-0.288289,-0.531941,-0.516942
4596.000000,-0.288342,-0.532047,-0.517045
4597.000000,-0.288395,-0.532154,-0.517148
4598.000000,-0.288448,-0.532260,-0.517250
4599.000000,-0.288501,-0.532366,-0.517353
4600.000000,-0.288554,-0.532472,-0.517456
4601.000000,-0.288608,-0.532578,-0.517559
4602.000000,-0.288661,-0.532684,-0.517662
4603.000000,-0.288714,-0.532790,-0.517765
4604.000000,-0.288767,-0.532896,-0.517867
4605.000000,-0.288820,-0.533002,-0.517970
4606.000000,-0.288873,-0.533108,-0.518073
4607.000000,-0.288926,-0.533214,-0.518176
4608.000000,-0.288979,-0.533321,-0.518279
4609.000000,-0.289032,-0.533427,-0.518382
4610.000000,-0.289085,-0.533533,-0.518484
4611.000000,-0.289138,-0.533639,-0.518587
4612.000000,-0.289191,-0.533745,-0.518690
4613.000000,-0.289244,-0.533851,-0.518793
4614.000000,-0.289297,-0.533957,-0.518896
4615.000000,-0.289350,-0.534063,-0.518999
4616.000000,-0.289403,-0.534169,-0.519101
4617.000000,-0.289456,-0.534275,-0.519204
4618.000000,-0.289509,-0.534382,-0.519307
4619.000000,-0.289563,-0.534488,-0.519410
4620.000000,-0.289616,-0.534594,-0.519513
4621.000000,-0.289669,-0.534700,-0.519615
4622.000000,-0.289722,-0.534806,-0.519718
4623.000000,-0.289775,-0.534912,-0.519821
4624.000000,-0.289828,-0.535018,-0.519924
4625.000000,-0.289881,-0.535124,-0.520027
4626.000000,-0.289934,-0.535230,-0.520130
4627.000000,-0.289987,-0.535336,-0.520232
4628.000000,-0.290040,-0.535442,-0.520335
4629.000000,-0.290093,-0.535549,-0.520438
4630.000000,-0.290146,-0.535655,-0.520541
4631.000000,-0.290199,-0.535761,-0.520644
4632.000000,-0.290252,-0.535867,-0.520747
4633.000000,-0.290305,-0.535973,-0.520849
4634.000000,-0.290358,-0.536079,-0.520952
4635.000000,-0.290411,-0.536185,-0.521055
4636.000000,-0.290464,-0.536291,-0.521158
4637.000000,-0.290517,-0.536397,-0.521261
4638.000000,-0.290571,-0.536503,-0.521364
4639.000000,-0.290624,-0.536609,-0.521466
4640.000000,-0.290677,-0.536716,-0.521569
4641.000000,-0.290730,-0.536822,-0.521672
4642.000000,-0.290783,-0.536928,-0.521775
4643.000000,-0.290836,-0.537034,-0.521878
4644.000000,-0.290889,-0.537140,-0.521980
4645.000000,-0.290942,-0.537246,-0.522083
4646.000000,-0.290995,-0.537352,-0.522186
4647.000000,-0.291048,-0.537458,-0.522289
4648.000000,-0.291101,-0.537564,-0.522392
4649.000000,-0.291154,-0.537670,-0.522495
4650.000000,-0.291207,-0.537776,-0.522597
4651.000000,-0.291260,-0.537883,-0.522700
4652.000000,-0.291313,-0.537989,-0.522803
4653.000000,-0.291366,-0.538095,-0.522906
4654.000000,-0.291419,-0.538201,-0.523009
4655.000000,-0.291472,-0.538307,-0.523112
4656.000000,-0.291526,-0.538413,-0.523214
4657.000000,-0.291579,-0.538519,-0.523317
4658.000000,-0.291632,-0.538625,-0.523420
4659.000000,-0.291685,-0.538731,-0.523523
4660.000000,-0.291738,-0.538837,-0.523626
4661.000000,-0.291791,-0.538944,-0.523729
4662.000000,-0.291844,-0.539050,-0.523831
4663.000000,-0.291897,-0.539156,-0.523934
4664.000000,-0.291950,-0.539262,-0.524037
4665.000000,-0.292003,-0.539368,-0.524140
4666.000000,-0.292056,-0.539474,-0.524243
4667.000000,-0.292109,-0.539580,-0.524346
4668.000000,-0.292162,-0.539686,-0.524448
4669.000000,-0.292215,-0.539792,-0.524551
4670.000000,-0.292268,-0.539898,-0.524654
4671.000000,-0.292321,-0.540004,-0.524757
4672.000000,-0.292374,-0.540111,-0.524860
4673.000000,-0.292427,-0.540217,-0.524962
4674.000000,-0.292481,-0.540323,-0.525065
4675.000000,-0.292534,-0.540429,-0.525168
4676.000000,-0.292587,-0.540535,-0.525271
4677.000000,-0.292640,-0.540641,-0.525374
4678.000000,-0.292693,-0.540747,-0.525477
4679.000000,-0.292746,-0.540853,-0.525579
4680.000000,-0.292799,-0.540959,-0.525682
4681.000000,-0.292852,-0.541065,-0.525785
4682.000000,-0.292905,-0.541171,-0.525888
4683.000000,-0.292958,-0.541278,-0.525991
4684.000000,-0.293011,-0.541384,-0.526094
4685.000000,-0.293064,-0.541490,-0.526196
4686.000000,-0.293117,-0.541596,-0.526299
4687.000000,-0.293170,-0.541702,-0.526402
4688.000000,-0.293223,-0.541808,-0.526505
4689.000000,-0.293276,-0.541914,-0.526608
4690.000000,-0.293329,-0.542020,-0.526711
4691.000000,-0.293382,-0.542126,-0.526813
